Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,Year,Month,Day,Week,Quarter,DayName
55,2,2015-03-31,4170,564,1,0,0,0,d,c,1500.0,1.0,2005.0,1,22.0,2009.0,"Feb,May,Aug,Nov",2015,3,31,14,1,Tuesday
56,2,2015-03-31,8669,879,1,1,0,0,a,a,1500.0,7.0,2010.0,0,0.0,0.0,None,2015,3,31,14,1,Tuesday
57,2,2015-03-31,2771,470,1,0,0,0,a,c,1500.0,0.0,2012.0,1,10.0,2009.0,"Mar,Jun,Sept,Dec",2015,3,31,14,1,Tuesday
58,2,2015-03-31,3503,322,1,0,0,1,d,c,1500.0,0.0,0.0,1,14.0,2009.0,"Mar,Jun,Sept,Dec",2015,3,31,14,1,Tuesday
59,2,2015-03-31,6149,921,1,1,0,0,d,c,500.0,7.0,2012.0,0,0.0,0.0,None,2015,3,31,14,1,Tuesday
60,2,2015-03-31,2914,374,1,0,0,0,a,a,1500.0,11.0,0.0,1,31.0,2011.0,"Feb,May,Aug,Nov",2015,3,31,14,1,Tuesday
61,2,2015-03-31,10135,949,1,0,0,0,a,c,500.0,5.0,2005.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",2015,3,31,14,1,Tuesday
62,2,2015-03-31,4995,542,1,1,0,0,a,a,15000.0,5.0,2005.0,0,0.0,0.0,None,2015,3,31,14,1,Tuesday
63,2,2015-03-31,5481,986,1,0,0,0,c,c,3000.0,5.0,2005.0,0,0.0,0.0,None,2015,3,31,14,1,Tuesday
64,2,2015-03-31,1959,321,1,0,0,0,c,c,1500.0,5.0,0.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",2015,3,31,14,1,Tuesday
65,2,2015-03-31,4330,364,1,0,0,0,a,c,1500.0,0.0,2014.0,0,0.0,0.0,None,2015,3,31,14,1,Tuesday
66,2,2015-03-31,4094,378,1,1,0,0,a,a,15000.0,3.0,2010.0,0,0.0,0.0,None,2015,3,31,14,1,Tuesday
67,2,2015-03-31,9277,1114,1,0,0,0,d,c,1500.0,1.0,2012.0,0,0.0,0.0,None,2015,3,31,14,1,Tuesday
68,2,2015-03-31,3926,376,1,1,0,0,c,c,500.0,7.0,0.0,0,0.0,0.0,None,2015,3,31,14,1,Tuesday
69,2,2015-03-31,11131,1174,1,0,0,0,d,c,15000.0,1.0,2012.0,1,31.0,2013.0,"Mar,Jun,Sept,Dec",2015,3,31,14,1,Tuesday
70,2,2015-03-31,4658,606,1,0,0,1,a,a,3000.0,5.0,0.0,0,0.0,0.0,None,2015,3,31,14,1,Tuesday
71,2,2015-03-31,7071,615,1,1,0,0,a,c,120.0,1.0,2008.0,1,31.0,2009.0,"Jan,Apr,Jul,Oct",2015,3,31,14,1,Tuesday
72,2,2015-03-31,5548,504,1,0,0,0,a,c,7500.0,9.0,2010.0,0,0.0,0.0,None,2015,3,31,14,1,Tuesday
73,2,2015-03-31,4407,551,1,0,0,0,d,c,500.0,5.0,2008.0,1,40.0,2013.0,"Mar,Jun,Sept,Dec",2015,3,31,14,1,Tuesday
74,2,2015-03-31,4391,328,1,1,0,0,a,a,500.0,7.0,2012.0,0,0.0,0.0,None,2015,3,31,14,1,Tuesday
75,2,2015-03-31,3429,463,1,0,0,0,c,c,3000.0,11.0,0.0,1,14.0,2009.0,"Feb,May,Aug,Nov",2015,3,31,14,1,Tuesday
76,2,2015-03-31,8691,916,1,1,0,0,a,a,120.0,0.0,2014.0,0,0.0,0.0,None,2015,3,31,14,1,Tuesday
77,2,2015-03-31,2091,323,1,0,0,0,d,c,1500.0,11.0,2012.0,0,0.0,0.0,None,2015,3,31,14,1,Tuesday
78,2,2015-03-31,7933,673,1,0,0,0,d,c,500.0,3.0,2010.0,0,0.0,0.0,None,2015,3,31,14,1,Tuesday
79,2,2015-03-31,10152,902,1,1,0,0,a,a,500.0,0.0,2012.0,1,14.0,2015.0,"Mar,Jun,Sept,Dec",2015,3,31,14,1,Tuesday
80,2,2015-03-31,8223,1069,1,0,0,0,a,a,15000.0,9.0,2010.0,0,0.0,0.0,None,2015,3,31,14,1,Tuesday
81,2,2015-03-31,8025,590,1,1,0,0,a,a,1500.0,1.0,2010.0,1,22.0,2009.0,"Jan,Apr,Jul,Oct",2015,3,31,14,1,Tuesday
82,2,2015-03-31,6153,641,1,0,0,0,a,a,1500.0,0.0,0.0,0,0.0,0.0,None,2015,3,31,14,1,Tuesday
83,2,2015-03-31,5545,472,1,0,0,0,a,c,500.0,7.0,2014.0,0,0.0,0.0,None,2015,3,31,14,1,Tuesday
84,2,2015-03-31,5374,516,1,0,0,0,d,a,1500.0,0.0,2005.0,0,0.0,0.0,None,2015,3,31,14,1,Tuesday
85,2,2015-03-31,7019,897,1,0,0,0,d,c,120.0,0.0,2014.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",2015,3,31,14,1,Tuesday
86,2,2015-03-31,5319,693,1,0,0,0,d,a,3000.0,0.0,2012.0,0,0.0,0.0,None,2015,3,31,14,1,Tuesday
87,2,2015-03-31,4264,311,1,1,0,0,a,a,1500.0,0.0,0.0,0,0.0,0.0,None,2015,3,31,14,1,Tuesday
88,2,2015-03-31,7239,565,1,1,0,0,d,c,3000.0,3.0,2012.0,1,31.0,2009.0,"Feb,May,Aug,Nov",2015,3,31,14,1,Tuesday
89,2,2015-03-31,7605,882,1,0,0,0,d,a,1500.0,9.0,0.0,1,31.0,2015.0,"Feb,May,Aug,Nov",2015,3,31,14,1,Tuesday
90,2,2015-03-31,6180,761,1,1,0,0,d,c,1500.0,0.0,0.0,0,0.0,0.0,None,2015,3,31,14,1,Tuesday
91,2,2015-03-31,8977,818,1,0,0,0,a,c,1500.0,3.0,2008.0,0,0.0,0.0,None,2015,3,31,14,1,Tuesday
92,2,2015-03-31,3309,324,1,1,0,0,d,c,120.0,3.0,0.0,1,31.0,2009.0,"Feb,May,Aug,Nov",2015,3,31,14,1,Tuesday
93,2,2015-03-31,10135,1185,1,1,0,1,d,a,120.0,5.0,2005.0,0,0.0,0.0,None,2015,3,31,14,1,Tuesday
94,2,2015-03-31,11112,870,1,1,0,1,c,a,500.0,11.0,2005.0,0,0.0,0.0,None,2015,3,31,14,1,Tuesday
95,2,2015-03-31,10949,1071,1,0,0,0,a,c,500.0,11.0,2005.0,1,31.0,2009.0,"Feb,May,Aug,Nov",2015,3,31,14,1,Tuesday
96,2,2015-03-31,9138,1032,1,0,0,1,d,c,500.0,7.0,2005.0,1,10.0,2009.0,"Feb,May,Aug,Nov",2015,3,31,14,1,Tuesday
97,2,2015-03-31,5423,460,1,0,0,0,c,a,120.0,0.0,2008.0,0,0.0,0.0,None,2015,3,31,14,1,Tuesday
98,2,2015-03-31,3309,306,1,1,0,0,c,a,500.0,3.0,2008.0,1,10.0,2009.0,"Feb,May,Aug,Nov",2015,3,31,14,1,Tuesday
99,2,2015-03-31,4109,378,1,0,0,0,a,c,500.0,1.0,2012.0,0,0.0,0.0,None,2015,3,31,14,1,Tuesday
100,2,2015-03-31,6177,778,1,1,0,0,b,c,500.0,9.0,2005.0,0,0.0,0.0,None,2015,3,31,14,1,Tuesday
1,3,2015-04-01,2477,317,1,0,0,0,a,c,3000.0,7.0,2012.0,0,0.0,0.0,None,2015,4,1,14,2,Wednesday
2,3,2015-04-01,4315,534,1,0,0,1,a,a,7500.0,5.0,2008.0,0,0.0,0.0,None,2015,4,1,14,2,Wednesday
3,3,2015-04-01,2154,340,1,0,0,0,d,c,500.0,5.0,2012.0,1,10.0,2011.0,"Jan,Apr,Jul,Oct",2015,4,1,14,2,Wednesday
4,3,2015-04-01,3479,516,1,0,0,0,a,a,1500.0,1.0,2010.0,1,40.0,2011.0,"Mar,Jun,Sept,Dec",2015,4,1,14,2,Wednesday
5,3,2015-04-01,5610,506,1,1,0,0,c,a,15000.0,0.0,2008.0,1,31.0,2009.0,"Mar,Jun,Sept,Dec",2015,4,1,14,2,Wednesday
6,3,2015-04-01,13048,1103,1,1,0,0,a,c,1500.0,1.0,0.0,0,0.0,0.0,None,2015,4,1,14,2,Wednesday
7,3,2015-04-01,5150,486,1,0,0,0,a,a,1500.0,5.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,4,1,14,2,Wednesday
8,3,2015-04-01,5797,584,1,0,0,0,a,c,500.0,9.0,2014.0,1,40.0,2009.0,"Mar,Jun,Sept,Dec",2015,4,1,14,2,Wednesday
9,3,2015-04-01,3579,556,1,0,0,0,d,a,500.0,5.0,2014.0,1,40.0,2013.0,"Jan,Apr,Jul,Oct",2015,4,1,14,2,Wednesday
10,3,2015-04-01,6740,667,1,1,0,0,d,c,3000.0,11.0,2012.0,1,1.0,2015.0,"Jan,Apr,Jul,Oct",2015,4,1,14,2,Wednesday
11,3,2015-04-01,5609,694,1,0,0,0,a,c,120.0,11.0,0.0,1,22.0,2015.0,"Mar,Jun,Sept,Dec",2015,4,1,14,2,Wednesday
12,3,2015-04-01,7652,929,1,0,0,0,d,c,3000.0,0.0,2008.0,0,0.0,0.0,None,2015,4,1,14,2,Wednesday
13,3,2015-04-01,5477,547,1,1,0,1,a,a,7500.0,5.0,2005.0,0,0.0,0.0,None,2015,4,1,14,2,Wednesday
14,3,2015-04-01,12791,1198,1,0,0,0,a,c,1500.0,5.0,2014.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",2015,4,1,14,2,Wednesday
15,3,2015-04-01,9687,1182,1,1,0,0,d,c,3000.0,11.0,2014.0,1,1.0,2013.0,"Mar,Jun,Sept,Dec",2015,4,1,14,2,Wednesday
16,3,2015-04-01,12393,1153,1,1,0,0,a,a,500.0,11.0,0.0,0,0.0,0.0,None,2015,4,1,14,2,Wednesday
17,3,2015-04-01,8501,958,1,0,0,1,a,c,500.0,7.0,2008.0,0,0.0,0.0,None,2015,4,1,14,2,Wednesday
18,3,2015-04-01,4491,459,1,0,0,0,d,c,1500.0,5.0,2005.0,1,40.0,2009.0,"Jan,Apr,Jul,Oct",2015,4,1,14,2,Wednesday
19,3,2015-04-01,4481,694,1,0,0,0,d,c,120.0,9.0,2014.0,1,10.0,2013.0,"Jan,Apr,Jul,Oct",2015,4,1,14,2,Wednesday
20,3,2015-04-01,9581,845,1,1,0,0,a,a,500.0,9.0,0.0,1,1.0,2013.0,"Mar,Jun,Sept,Dec",2015,4,1,14,2,Wednesday
21,3,2015-04-01,9905,792,1,1,0,1,a,c,1500.0,0.0,2008.0,0,0.0,0.0,None,2015,4,1,14,2,Wednesday
22,3,2015-04-01,4562,377,1,1,0,0,a,a,500.0,0.0,2010.0,0,0.0,0.0,None,2015,4,1,14,2,Wednesday
23,3,2015-04-01,6983,660,1,0,0,1,d,c,500.0,1.0,2008.0,0,0.0,0.0,None,2015,4,1,14,2,Wednesday
24,3,2015-04-01,5385,560,1,0,0,0,a,a,1500.0,1.0,2010.0,0,0.0,0.0,None,2015,4,1,14,2,Wednesday
25,3,2015-04-01,12521,1126,1,0,0,0,a,c,500.0,1.0,2012.0,0,0.0,0.0,None,2015,4,1,14,2,Wednesday
26,3,2015-04-01,7184,916,1,0,0,0,d,a,1500.0,3.0,2008.0,0,0.0,0.0,None,2015,4,1,14,2,Wednesday
27,3,2015-04-01,5754,511,1,1,0,0,d,a,15000.0,9.0,2008.0,1,1.0,2009.0,"Mar,Jun,Sept,Dec",2015,4,1,14,2,Wednesday
28,3,2015-04-01,6853,630,1,0,0,0,a,a,1500.0,3.0,2010.0,0,0.0,0.0,None,2015,4,1,14,2,Wednesday
29,3,2015-04-01,11671,957,1,1,0,0,a,a,1500.0,5.0,0.0,1,10.0,2015.0,"Jan,Apr,Jul,Oct",2015,4,1,14,2,Wednesday
30,3,2015-04-01,6052,637,1,1,0,0,c,c,500.0,11.0,2014.0,1,22.0,2015.0,"Feb,May,Aug,Nov",2015,4,1,14,2,Wednesday
31,3,2015-04-01,8773,832,1,1,0,0,d,c,500.0,0.0,2014.0,1,31.0,2015.0,"Mar,Jun,Sept,Dec",2015,4,1,14,2,Wednesday
32,3,2015-04-01,4521,669,1,0,0,0,a,a,3000.0,3.0,2010.0,1,1.0,2015.0,"Mar,Jun,Sept,Dec",2015,4,1,14,2,Wednesday
33,3,2015-04-01,6093,957,1,0,0,0,d,c,1500.0,9.0,2008.0,0,0.0,0.0,None,2015,4,1,14,2,Wednesday
34,3,2015-04-01,0,0,0,1,0,0,d,c,500.0,9.0,2005.0,0,0.0,0.0,None,2015,4,1,14,2,Wednesday
35,3,2015-04-01,3234,321,1,0,0,1,a,c,120.0,5.0,0.0,1,22.0,2015.0,"Mar,Jun,Sept,Dec",2015,4,1,14,2,Wednesday
36,3,2015-04-01,9744,1115,1,1,0,1,d,a,1500.0,3.0,2008.0,1,40.0,2011.0,"Feb,May,Aug,Nov",2015,4,1,14,2,Wednesday
37,3,2015-04-01,8175,761,1,0,0,1,d,a,7500.0,3.0,2008.0,1,40.0,2009.0,"Mar,Jun,Sept,Dec",2015,4,1,14,2,Wednesday
38,3,2015-04-01,11662,1176,1,0,0,0,a,a,3000.0,3.0,2010.0,0,0.0,0.0,None,2015,4,1,14,2,Wednesday
39,3,2015-04-01,6297,756,1,1,0,0,c,a,7500.0,7.0,2014.0,1,14.0,2015.0,"Jan,Apr,Jul,Oct",2015,4,1,14,2,Wednesday
40,3,2015-04-01,6668,616,1,0,0,0,d,a,1500.0,11.0,2008.0,1,22.0,2013.0,"Jan,Apr,Jul,Oct",2015,4,1,14,2,Wednesday
41,3,2015-04-01,7691,712,1,1,0,0,a,c,500.0,1.0,0.0,0,0.0,0.0,None,2015,4,1,14,2,Wednesday
42,3,2015-04-01,13845,1073,1,1,0,1,d,c,120.0,1.0,2014.0,0,0.0,0.0,None,2015,4,1,14,2,Wednesday
43,3,2015-04-01,9252,1156,1,0,0,0,a,a,500.0,0.0,0.0,1,31.0,2011.0,"Mar,Jun,Sept,Dec",2015,4,1,14,2,Wednesday
44,3,2015-04-01,5605,751,1,0,0,0,a,a,1500.0,5.0,2005.0,0,0.0,0.0,None,2015,4,1,14,2,Wednesday
45,3,2015-04-01,5641,994,1,0,0,0,c,a,120.0,9.0,2014.0,1,22.0,2011.0,"Feb,May,Aug,Nov",2015,4,1,14,2,Wednesday
46,3,2015-04-01,10638,1193,1,1,0,0,a,c,500.0,1.0,2014.0,0,0.0,0.0,None,2015,4,1,14,2,Wednesday
47,3,2015-04-01,7613,650,1,0,0,0,c,a,1500.0,0.0,0.0,1,40.0,2013.0,"Jan,Apr,Jul,Oct",2015,4,1,14,2,Wednesday
48,3,2015-04-01,3663,424,1,0,0,1,a,c,500.0,7.0,2010.0,1,22.0,2011.0,"Mar,Jun,Sept,Dec",2015,4,1,14,2,Wednesday
49,3,2015-04-01,5414,647,1,1,0,0,d,a,120.0,1.0,2010.0,1,14.0,2009.0,"Mar,Jun,Sept,Dec",2015,4,1,14,2,Wednesday
50,3,2015-04-01,7279,907,1,0,0,1,a,c,500.0,1.0,2012.0,0,0.0,0.0,None,2015,4,1,14,2,Wednesday
51,3,2015-04-01,4257,630,1,0,0,0,a,c,120.0,1.0,0.0,0,0.0,0.0,None,2015,4,1,14,2,Wednesday
52,3,2015-04-01,5523,656,1,0,0,0,a,a,120.0,7.0,2012.0,1,31.0,2013.0,"Mar,Jun,Sept,Dec",2015,4,1,14,2,Wednesday
53,3,2015-04-01,4691,794,1,0,0,0,a,c,1500.0,0.0,0.0,1,14.0,2009.0,"Feb,May,Aug,Nov",2015,4,1,14,2,Wednesday
54,3,2015-04-01,9434,1118,1,1,0,0,a,a,1500.0,0.0,0.0,0,0.0,0.0,None,2015,4,1,14,2,Wednesday
55,3,2015-04-01,5864,535,1,1,0,0,d,c,1500.0,1.0,2005.0,1,22.0,2009.0,"Feb,May,Aug,Nov",2015,4,1,14,2,Wednesday
56,3,2015-04-01,4910,667,1,1,0,0,a,a,1500.0,7.0,2010.0,0,0.0,0.0,None,2015,4,1,14,2,Wednesday
57,3,2015-04-01,7503,1013,1,1,0,0,a,c,1500.0,0.0,2012.0,1,10.0,2009.0,"Mar,Jun,Sept,Dec",2015,4,1,14,2,Wednesday
58,3,2015-04-01,7889,958,1,0,0,0,d,c,1500.0,0.0,0.0,1,14.0,2009.0,"Mar,Jun,Sept,Dec",2015,4,1,14,2,Wednesday
59,3,2015-04-01,5198,650,1,0,0,1,d,c,500.0,7.0,2012.0,0,0.0,0.0,None,2015,4,1,14,2,Wednesday
60,3,2015-04-01,8422,837,1,1,0,0,a,a,1500.0,11.0,0.0,1,31.0,2011.0,"Feb,May,Aug,Nov",2015,4,1,14,2,Wednesday
61,3,2015-04-01,9089,1162,1,1,0,0,a,c,500.0,5.0,2005.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",2015,4,1,14,2,Wednesday
62,3,2015-04-01,5410,963,1,0,0,1,a,a,15000.0,5.0,2005.0,0,0.0,0.0,None,2015,4,1,14,2,Wednesday
63,3,2015-04-01,5253,464,1,0,0,0,c,c,3000.0,5.0,2005.0,0,0.0,0.0,None,2015,4,1,14,2,Wednesday
64,3,2015-04-01,7134,825,1,0,0,0,c,c,1500.0,5.0,0.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",2015,4,1,14,2,Wednesday
65,3,2015-04-01,9824,835,1,1,0,0,a,c,1500.0,0.0,2014.0,0,0.0,0.0,None,2015,4,1,14,2,Wednesday
66,3,2015-04-01,4229,530,1,1,0,0,a,a,15000.0,3.0,2010.0,0,0.0,0.0,None,2015,4,1,14,2,Wednesday
67,3,2015-04-01,4720,573,1,0,0,0,d,c,1500.0,1.0,2012.0,0,0.0,0.0,None,2015,4,1,14,2,Wednesday
68,3,2015-04-01,7896,1017,1,0,0,0,c,c,500.0,7.0,0.0,0,0.0,0.0,None,2015,4,1,14,2,Wednesday
69,3,2015-04-01,8652,891,1,0,0,0,d,c,15000.0,1.0,2012.0,1,31.0,2013.0,"Mar,Jun,Sept,Dec",2015,4,1,14,2,Wednesday
70,3,2015-04-01,9284,985,1,1,0,0,a,a,3000.0,5.0,0.0,0,0.0,0.0,None,2015,4,1,14,2,Wednesday
71,3,2015-04-01,6104,483,1,1,0,0,a,c,120.0,1.0,2008.0,1,31.0,2009.0,"Jan,Apr,Jul,Oct",2015,4,1,14,2,Wednesday
72,3,2015-04-01,11473,1120,1,0,0,0,a,c,7500.0,9.0,2010.0,0,0.0,0.0,None,2015,4,1,14,2,Wednesday
73,3,2015-04-01,11440,1130,1,1,0,0,d,c,500.0,5.0,2008.0,1,40.0,2013.0,"Mar,Jun,Sept,Dec",2015,4,1,14,2,Wednesday
74,3,2015-04-01,9208,773,1,1,0,0,a,a,500.0,7.0,2012.0,0,0.0,0.0,None,2015,4,1,14,2,Wednesday
75,3,2015-04-01,6113,546,1,1,0,0,c,c,3000.0,11.0,0.0,1,14.0,2009.0,"Feb,May,Aug,Nov",2015,4,1,14,2,Wednesday
76,3,2015-04-01,4294,636,1,0,0,0,a,a,120.0,0.0,2014.0,0,0.0,0.0,None,2015,4,1,14,2,Wednesday
77,3,2015-04-01,5970,450,1,1,0,0,d,c,1500.0,11.0,2012.0,0,0.0,0.0,None,2015,4,1,14,2,Wednesday
78,3,2015-04-01,5555,907,1,0,0,0,d,c,500.0,3.0,2010.0,0,0.0,0.0,None,2015,4,1,14,2,Wednesday
79,3,2015-04-01,9592,829,1,1,0,1,a,a,500.0,0.0,2012.0,1,14.0,2015.0,"Mar,Jun,Sept,Dec",2015,4,1,14,2,Wednesday
80,3,2015-04-01,6317,654,1,0,0,0,a,a,15000.0,9.0,2010.0,0,0.0,0.0,None,2015,4,1,14,2,Wednesday
81,3,2015-04-01,6502,876,1,0,0,0,a,a,1500.0,1.0,2010.0,1,22.0,2009.0,"Jan,Apr,Jul,Oct",2015,4,1,14,2,Wednesday
82,3,2015-04-01,0,0,0,1,0,1,a,a,1500.0,0.0,0.0,0,0.0,0.0,None,2015,4,1,14,2,Wednesday
83,3,2015-04-01,8701,777,1,0,0,1,a,c,500.0,7.0,2014.0,0,0.0,0.0,None,2015,4,1,14,2,Wednesday
84,3,2015-04-01,7988,912,1,1,0,0,d,a,1500.0,0.0,2005.0,0,0.0,0.0,None,2015,4,1,14,2,Wednesday
85,3,2015-04-01,7738,817,1,1,0,0,d,c,120.0,0.0,2014.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",2015,4,1,14,2,Wednesday
86,3,2015-04-01,12845,1023,1,1,0,0,d,a,3000.0,0.0,2012.0,0,0.0,0.0,None,2015,4,1,14,2,Wednesday
87,3,2015-04-01,5668,474,1,1,0,0,a,a,1500.0,0.0,0.0,0,0.0,0.0,None,2015,4,1,14,2,Wednesday
88,3,2015-04-01,8111,1127,1,0,0,0,d,c,3000.0,3.0,2012.0,1,31.0,2009.0,"Feb,May,Aug,Nov",2015,4,1,14,2,Wednesday
89,3,2015-04-01,9507,986,1,1,0,0,d,a,1500.0,9.0,0.0,1,31.0,2015.0,"Feb,May,Aug,Nov",2015,4,1,14,2,Wednesday
90,3,2015-04-01,4529,619,1,0,0,1,d,c,1500.0,0.0,0.0,0,0.0,0.0,None,2015,4,1,14,2,Wednesday
91,3,2015-04-01,8073,993,1,0,0,0,a,c,1500.0,3.0,2008.0,0,0.0,0.0,None,2015,4,1,14,2,Wednesday
92,3,2015-04-01,11773,993,1,1,0,0,d,c,120.0,3.0,0.0,1,31.0,2009.0,"Feb,May,Aug,Nov",2015,4,1,14,2,Wednesday
93,3,2015-04-01,5302,673,1,1,0,1,d,a,120.0,5.0,2005.0,0,0.0,0.0,None,2015,4,1,14,2,Wednesday
94,3,2015-04-01,9434,1199,1,0,0,0,c,a,500.0,11.0,2005.0,0,0.0,0.0,None,2015,4,1,14,2,Wednesday
95,3,2015-04-01,4508,654,1,0,0,0,a,c,500.0,11.0,2005.0,1,31.0,2009.0,"Feb,May,Aug,Nov",2015,4,1,14,2,Wednesday
96,3,2015-04-01,4522,326,1,1,0,0,d,c,500.0,7.0,2005.0,1,10.0,2009.0,"Feb,May,Aug,Nov",2015,4,1,14,2,Wednesday
97,3,2015-04-01,4601,733,1,0,0,1,c,a,120.0,0.0,2008.0,0,0.0,0.0,None,2015,4,1,14,2,Wednesday
98,3,2015-04-01,8785,1146,1,0,0,0,c,a,500.0,3.0,2008.0,1,10.0,2009.0,"Feb,May,Aug,Nov",2015,4,1,14,2,Wednesday
99,3,2015-04-01,8795,964,1,1,0,0,a,c,500.0,1.0,2012.0,0,0.0,0.0,None,2015,4,1,14,2,Wednesday
100,3,2015-04-01,5594,490,1,0,0,0,b,c,500.0,9.0,2005.0,0,0.0,0.0,None,2015,4,1,14,2,Wednesday
1,4,2015-04-02,4665,513,1,1,0,0,a,c,3000.0,7.0,2012.0,0,0.0,0.0,None,2015,4,2,14,2,Thursday
2,4,2015-04-02,4811,600,1,0,0,0,a,a,7500.0,5.0,2008.0,0,0.0,0.0,None,2015,4,2,14,2,Thursday
3,4,2015-04-02,3001,425,1,0,0,0,d,c,500.0,5.0,2012.0,1,10.0,2011.0,"Jan,Apr,Jul,Oct",2015,4,2,14,2,Thursday
4,4,2015-04-02,8046,831,1,1,0,0,a,a,1500.0,1.0,2010.0,1,40.0,2011.0,"Mar,Jun,Sept,Dec",2015,4,2,14,2,Thursday
5,4,2015-04-02,6851,526,1,1,0,1,c,a,15000.0,0.0,2008.0,1,31.0,2009.0,"Mar,Jun,Sept,Dec",2015,4,2,14,2,Thursday
6,4,2015-04-02,8322,1043,1,0,0,0,a,c,1500.0,1.0,0.0,0,0.0,0.0,None,2015,4,2,14,2,Thursday
7,4,2015-04-02,0,0,0,0,0,0,a,a,1500.0,5.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2015,4,2,14,2,Thursday
8,4,2015-04-02,5503,817,1,0,0,0,a,c,500.0,9.0,2014.0,1,40.0,2009.0,"Mar,Jun,Sept,Dec",2015,4,2,14,2,Thursday
9,4,2015-04-02,6167,1028,1,0,0,0,d,a,500.0,5.0,2014.0,1,40.0,2013.0,"Jan,Apr,Jul,Oct",2015,4,2,14,2,Thursday
10,4,2015-04-02,3310,370,1,0,0,0,d,c,3000.0,11.0,2012.0,1,1.0,2015.0,"Jan,Apr,Jul,Oct",2015,4,2,14,2,Thursday
11,4,2015-04-02,12126,1086,1,0,0,0,a,c,120.0,11.0,0.0,1,22.0,2015.0,"Mar,Jun,Sept,Dec",2015,4,2,14,2,Thursday
12,4,2015-04-02,12552,1193,1,0,0,0,d,c,3000.0,0.0,2008.0,0,0.0,0.0,None,2015,4,2,14,2,Thursday
13,4,2015-04-02,4067,336,1,1,0,1,a,a,7500.0,5.0,2005.0,0,0.0,0.0,None,2015,4,2,14,2,Thursday
14,4,2015-04-02,5443,516,1,0,0,0,a,c,1500.0,5.0,2014.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",2015,4,2,14,2,Thursday
15,4,2015-04-02,8800,978,1,1,0,0,d,c,3000.0,11.0,2014.0,1,1.0,2013.0,"Mar,Jun,Sept,Dec",2015,4,2,14,2,Thursday
16,4,2015-04-02,4804,767,1,0,0,1,a,a,500.0,11.0,0.0,0,0.0,0.0,None,2015,4,2,14,2,Thursday
17,4,2015-04-02,5480,896,1,0,0,0,a,c,500.0,7.0,2008.0,0,0.0,0.0,None,2015,4,2,14,2,Thursday
18,4,2015-04-02,6494,907,1,0,0,1,d,c,1500.0,5.0,2005.0,1,40.0,2009.0,"Jan,Apr,Jul,Oct",2015,4,2,14,2,Thursday
19,4,2015-04-02,4886,409,1,1,0,0,d,c,120.0,9.0,2014.0,1,10.0,2013.0,"Jan,Apr,Jul,Oct",2015,4,2,14,2,Thursday
20,4,2015-04-02,6674,693,1,1,0,0,a,a,500.0,9.0,0.0,1,1.0,2013.0,"Mar,Jun,Sept,Dec",2015,4,2,14,2,Thursday
21,4,2015-04-02,13012,1087,1,0,0,0,a,c,1500.0,0.0,2008.0,0,0.0,0.0,None,2015,4,2,14,2,Thursday
22,4,2015-04-02,3057,304,1,1,0,0,a,a,500.0,0.0,2010.0,0,0.0,0.0,None,2015,4,2,14,2,Thursday
23,4,2015-04-02,12121,1104,1,0,0,0,d,c,500.0,1.0,2008.0,0,0.0,0.0,None,2015,4,2,14,2,Thursday
24,4,2015-04-02,3997,367,1,0,0,0,a,a,1500.0,1.0,2010.0,0,0.0,0.0,None,2015,4,2,14,2,Thursday
25,4,2015-04-02,2837,329,1,0,0,1,a,c,500.0,1.0,2012.0,0,0.0,0.0,None,2015,4,2,14,2,Thursday
26,4,2015-04-02,6031,953,1,0,0,1,d,a,1500.0,3.0,2008.0,0,0.0,0.0,None,2015,4,2,14,2,Thursday
27,4,2015-04-02,8068,647,1,1,0,0,d,a,15000.0,9.0,2008.0,1,1.0,2009.0,"Mar,Jun,Sept,Dec",2015,4,2,14,2,Thursday
28,4,2015-04-02,9067,1159,1,0,0,0,a,a,1500.0,3.0,2010.0,0,0.0,0.0,None,2015,4,2,14,2,Thursday
29,4,2015-04-02,11234,1167,1,0,0,0,a,a,1500.0,5.0,0.0,1,10.0,2015.0,"Jan,Apr,Jul,Oct",2015,4,2,14,2,Thursday
30,4,2015-04-02,3707,301,1,1,0,0,c,c,500.0,11.0,2014.0,1,22.0,2015.0,"Feb,May,Aug,Nov",2015,4,2,14,2,Thursday
31,4,2015-04-02,7022,526,1,1,0,0,d,c,500.0,0.0,2014.0,1,31.0,2015.0,"Mar,Jun,Sept,Dec",2015,4,2,14,2,Thursday
32,4,2015-04-02,8189,1188,1,1,0,0,a,a,3000.0,3.0,2010.0,1,1.0,2015.0,"Mar,Jun,Sept,Dec",2015,4,2,14,2,Thursday
